Entity1,Relation,Entity2
Motown Records,released,I've Been Good to You
Tamla,released,I've Been Good to You
The Miracles,released,What's So Good About Goodbye
The Miracles,released,I'll Try Something New
Billboard,charted,I've Been Good to You
John Lennon,favorite,I've Been Good to You
The Beatles,inspired,Sexy Sadie
Smokey Robinson,wrote,I've Been Good to You
The Beatles,released,Sexy Sadie
Bernard Rose,directed,Two Jacks
Sienna Miller,starred in,Two Jacks
Danny Huston,starred in,Two Jacks
Lewis Carroll,inspired,Two Jacks
Bernard Rose,adapted,Two Jacks
Leo Tolstoy,inspired,Two Jacks
Bernard Rose,directed,Ivans XTC
Danny Huston,starred in,Ivans XTC
Peter Weller,starred in,Ivans XTC
Leo Tolstoy,inspired,Ivans XTC
Bernard Rose,adapted,Ivans XTC
Bernard Rose,directed,Anna Karenina
Leo Tolstoy,inspired,Anna Karenina
Bernard Rose,directed,The Kreutzer Sonata
Leo Tolstoy,inspired,The Kreutzer Sonata
Bernard Rose,directed,Boxing Day
Leo Tolstoy,inspired,Boxing Day
Bernard Rose,directed,The Kreutzer Sonata
Bernard Rose,directed,Anna Karenina
Bernard Rose,directed,Ivans XTC
Bernard Rose,directed,Boxing Day
Jeremy Suter,attended,Westminster Abbey
Sir William McKie,directed,Jeremy Suter
Jeremy Suter,attended,Harrow
Jeremy Suter,attended,Royal College of Music
Jeremy Suter,attended,Magdalen College
Bernard Rose,directed,Jeremy Suter
Jeremy Suter,directed,All Saints'
Jeremy Suter,directed,Prebendal School
Jeremy Suter,directed,Chichester Cathedral
Virgil Widrich,featured,Chichester Cathedral
Virgil Widrich,born,Salzburg
Bernard Rose,directed,Ivans Xtc
Danny Huston,starred in,Ivans Xtc
Peter Weller,starred in,Ivans Xtc
Leo Tolstoy,inspired,Ivans Xtc
Bernard Rose,directed,Ivans Xtc
Bernard Rose,directed,Anna Karenina
Leo Tolstoy,inspired,Anna Karenina
Bernard Rose,directed,The Kreutzer Sonata
Leo Tolstoy,inspired,The Kreutzer Sonata
Bernard Rose,directed,Boxing Day
Leo Tolstoy,inspired,Boxing Day
Jeremy Suter,attended,University of Pennsylvania
Bernard Rose,directed,Jeremy Suter
"NHL)
14. Rogers Arena",Located in,"Vancouver
15. Vancouver Canucks, Owned by, Francesco Aquilini
16. Vancouver Canucks, General Manager, Jim Benning
17. Vancouver Canucks, Captain, Henrik Sedin
18. Spokane Canaries, Played in, Spokane, Washington
19. Spokane Canaries, Moved to, Seattle Ice Arena
20. Seattle Ice Arena, Located in, Seattle
21. Seattle Ice Arena, Home to, Seattle Metropolitans
22. Seattle Metropolitans, Played at, Seattle Ice Arena
23. Seattle Metropolitans, Played against, Vancouver Millionaires
24. Vancouver Millionaires, Played against, Spokane Canaries
25. Vancouver Millionaires, Played at, General Motors Place
26. General Motors Place, Located in, Vancouver
27. General Motors Place, Renamed to, Rogers Arena
28. Rogers Arena, Located in, Vancouver
29. Rogers Arena, Has a capacity of, 18,910
30. Vancouver Canucks, Play home games at, Rogers Arena
31. Vancouver Canucks, Captain, Henrik Sedin
32. Vancouver Canucks, Head Coach, Travis Green
33. Vancouver Canucks, General Manager, Jim Benning
34. Vancouver Canucks, Member, Pacific Division
35. Vancouver Canucks, Member, Western Conference
36. Vancouver Canucks, Member, National Hockey League (NHL"
"NHL)
40. Vancouver Canucks",Played in,National Hockey League (NHL
"NHL)
5. Vancouver",hosts,"Rogers Arena
6. Vancouver Canucks, is a member of, Pacific Division
7. Vancouver Canucks, is part of, Western Conference
8. Vancouver Canucks, is part of, National Hockey League (NHL"
"IIHF)
18. Irish national ice hockey team",gained promotion to,"Division II
19. Irish national ice hockey team, has a working relationship with, Belfast Giants
20. Irish national ice hockey team, has a working relationship with, Flyers Ice Hockey Club
21. Irish national ice hockey team, has a working relationship with, Dundalk Bulls
22. Dundalk Ice Dome, is the former home of, Irish national ice hockey team
23. Dundalk Bulls, is a team that has a working relationship with, Irish national ice hockey team
24. Belfast Giants, is a team that has a working relationship with, Irish national ice hockey team
25. Belfast Giants, is a team in, Elite Ice Hockey League (EIHL"
"USHL)
30. Indiana Ice",is a team that has a working relationship with,"Irish national ice hockey team
31. Danville Wings, is a team that was the precursor to, Indiana Ice
32. Danville Wings, is a team that was purchased and moved to, Indianapolis
33. Indiana Ice, played at, Bankers Life Fieldhouse
34. Indiana Ice, played at, Pan American Arena
35. Indiana Ice, played at, Indiana Farmers Coliseum
36. Indiana Ice, is a member of, Eastern Conference/Division
37. Indiana Ice, is a team that has a working relationship with, Irish national ice hockey team
38. Chemotherapy regimen, is a regimen for, Chemotherapy
39. Chemotherapy regimen, defines the drugs to be used, Chemotherapy drugs
40. Chemotherapy regimen, defines the dosage, Chemotherapy drugs
41. Chemotherapy regimen, defines the frequency and duration of treatments, Chemotherapy drugs
42. Chemotherapy regimen, is used in, Oncology
43. VAMP regimen, is a type of, Chemotherapy regimen
44. VAMP regimen, includes, Vincristine
45. CEPP, is an acronym for, Chemotherapy regimen
46. CEPP, is used to treat, Non-Hodgkin Lymphomas
47. CEPP, does not contain, Doxorubicin
48. CEPP, does not contain, Anthracycline
49. CEPP, is used in patients with, Cardiovascular diseases
50. CEPP (B"
"type of lunch combination meal)
8. Panama",has,"""casada"" (type of lunch combination meal"
"taco recipe)
28. Jimmy's 49er Cafe",serves,"""TAYCO"" (taco recipe"
person,"not specified)
7. Huntington","served on, New York town board
8. New York, served on, New York town board
9. CNN, commentator for, (person, not specified"
"as a single)
113. Netherlands",released,"""Yours Is No Disgrace""
114. Netherlands, released, ""Yours Is No Disgrace"" (as a single"
"Para-transit Access Line)
93. NFTA Metro Bus",used by,"NFTA Metro bus and rail system
94. NFTA Metro Rail, used by, NFTA Metro bus and rail system
95. NFTA Metrolink, used by, NFTA Metro bus and rail system
96. NFTA PAL (Para-transit Access Line"
"FAA) National Plan of Integrated Airport Systems
20. Bishop International Airport",served by,"Allegiant Air
21. Bishop International Airport, served by, Southwest Airlines
22. Bishop International Airport, served by, Delta Air Lines
23. Bishop International Airport, served by, Delta Connection
24. Bishop International Airport, served by, United Express
25. Bishop International Airport, served by, American Eagle
26. Bishop International Airport, served by, FedEx Express
27. Bishop International Airport, served by, Av Flight
28. Bishop International Airport, served by, American Wings Aviation
29. Dayton–Wright Brothers Airport, located, 10 miles (16 km"
"2001 film)
37. Charles Sturridge",wrote,Shackleton (2001 film
"2001 film)
39. Kenneth Branagh",played,Shackleton (2001 film
2001 film),was filmed in,"UK
41. Shackleton (2001 film"
"second mention)
4. Frank Oz",directed,"The Stepford Wives
5. Paul Rudnick, wrote, The Stepford Wives
6. Frank Oz, directed, The Stepford Wives (second mention"
"second mention)
8. Alan J. Levi",directed,"The Stepford Children
9. Bill Bleich, wrote, The Stepford Children
10. Alan J. Levi, directed, The Stepford Children (second mention"
"second mention)
12. Robert Fuest",directed,"Revenge of the Stepford Wives
13. David Wiltse, wrote, Revenge of the Stepford Wives
14. Robert Fuest, directed, Revenge of the Stepford Wives (second mention"
"second mention)
16. Dee Wallace",starred in,"The Stepford Wives
17. Dee Wallace, starred in, E.T. the Extra-Terrestrial
18. Dee Wallace, starred in, The Hills Have Eyes
19. Dee Wallace, starred in, The Howling
20. Dee Wallace, starred in, Cujo
21. Steven Spielberg, directed, E.T. the Extra-Terrestrial
22. Steven Spielberg, directed, E.T. the Extra-Terrestrial (second mention"
"third mention)
24. Steven Spielberg",directed,E.T. the Extra-Terrestrial (fourth mention
"fifth mention)
26. David Nutter",directed,"Disturbing Behavior
27. David Nutter, directed, The X-Files
28. David Nutter, directed, Millennium
29. Scott Rosenberg, wrote, Disturbing Behavior
30. David Nutter, directed, Disturbing Behavior (second mention"
"second mention)
32. James Marsden",starred in,"Disturbing Behavior
33. Katie Holmes, starred in, Disturbing Behavior
34. Nick Stahl, starred in, Disturbing Behavior
35. David Nutter, directed, Disturbing Behavior (third mention"
"second mention)
37. Katie Holmes",starred in,Disturbing Behavior (second mention
"second mention)
39. Scott Rosenberg",wrote,Disturbing Behavior (third mention
"fourth mention)
41. Frank Oz",directed,The Stepford Wives (third mention
"fourth mention)
43. Paul Rudnick",wrote,The Stepford Wives (third mention
"fifth mention)
45. Paul Rudnick",wrote,The Stepford Wives (fourth mention
"third mention)
47. Ira Levin",wrote,The Stepford Wives (fourth mention
"third mention)
49. Bill Bleich",wrote,The Stepford Children (third mention
"fourth mention)
51. Bill Bleich",wrote,The Stepford Children (fourth mention
"second mention)
53. David Wiltse",wrote,Revenge of the Stepford Wives (second mention
"third mention)
55. David Wiltse",wrote,Revenge of the Stepford Wives (second mention
"fourth mention)
57. David Wiltse",wrote,Revenge of the Stepford Wives (third mention
"second mention)
64. Julie Kavner",starred in,Revenge of the Stepford Wives (second mention
"second mention)
66. Arthur Hill",starred in,Revenge of the Stepford Wives (second mention
"second mention)
68. Ira Levin",wrote,The Stepford Wives (fifth mention
"sixth mention)
70. Ira Levin",wrote,The Stepford Wives (seventh mention
"second mention)
74. The Stepford Wives",is based on,The Stepford Wives (third mention
"fourth mention)
76. The Stepford Wives",is based on,The Stepford Wives (fifth mention
"sixth mention)
78. The Stepford Wives",is based on,The Stepford Wives (seventh mention
"eighth mention)
80. The Stepford Wives",is based on,The Stepford Wives (ninth mention
"tenth mention)
82. The Stepford Wives",is based on,The Stepford Wives (eleventh mention
"eighth mention)
84. Ira Levin",wrote,The Stepford Wives (ninth mention
"tenth mention)
86. Ira Levin",wrote,The Stepford Wives (eleventh mention
"twelfth mention)
88. Ira Levin",wrote,The Stepford Wives (thirteenth mention
"fourteenth mention)
90. Ira Levin",wrote,The Stepford Wives (fifteenth mention
"sixteenth mention)
92. Ira Levin",wrote,The Stepford Wives (seventeenth mention
"eighteenth mention)
94. Ira Levin",wrote,The Stepford Wives (nineteenth mention
"twentieth mention)
96. The Stepford Wives",is based on,The Stepford Wives (twelfth mention
"thirteenth mention)
98. The Stepford Wives",is based on,The Stepford Wives (fourteenth mention
"fifteenth mention)
100. The Stepford Wives",is based on,The Stepford Wives (sixteenth mention
"seventeenth mention)
102. The Stepford Wives",is based on,The Stepford Wives (eighteenth mention
"nineteenth mention)
104. The Stepford Wives",is based on,The Stepford Wives (twentieth mention
"twenty-first mention)
106. The Stepford Wives",is based on,The Stepford Wives (twenty-second mention
"twenty-third mention)
108. The Stepford Wives",is based on,The Stepford Wives (twenty-fourth mention
"twenty-fifth mention)
110. The Stepford Wives",is based on,The Stepford Wives (twenty-sixth mention
"twenty-seventh mention)
112. The Stepford Wives",is based on,The Stepford Wives (twenty-eighth mention
"twenty-ninth mention)
114. The Stepford Wives",is based on,The Stepford Wives (thirtieth mention
"twenty-first mention)
116. Ira Levin",wrote,The Stepford Wives (twenty-second mention
"twenty-third mention)
118. Ira Levin",wrote,The Stepford Wives (twenty-fourth mention
"twenty-fifth mention)
120. Ira Levin",wrote,The Stepford Wives (twenty-sixth mention
"twenty-seventh mention)
122. Ira Levin",wrote,The Stepford Wives (twenty-eighth mention
"twenty-ninth mention)
124. Ira Levin",wrote,The Stepford Wives (thirtieth mention
"thirty-first mention)
126. Ira Levin",wrote,The Stepford Wives (thirty-second mention
"thirty-third mention)
128. Ira Levin",wrote,The Stepford Wives (thirty-fourth mention
"thirty-fifth mention)
130. Ira Levin",wrote,The Stepford Wives (thirty-sixth mention
"thirty-seventh mention)
132. Ira Levin",wrote,The Stepford Wives (thirty-eighth mention
"thirty-ninth mention)
134. Ira Levin",wrote,The Stepford Wives (fortieth mention
"forty-first mention)
136. Ira Levin",wrote,The Stepford Wives (forty-second mention
"forty-third mention)
138. Ira Levin",wrote,The Stepford Wives (forty-fourth mention
"forty-fifth mention)
140. Ira Levin",wrote,The Stepford Wives (forty-sixth mention
"forty-seventh mention)
142. Ira Levin",wrote,The Stepford Wives (forty-eighth mention
"forty-ninth mention)
144. Ira Levin",wrote,The Stepford Wives (fiftieth mention
"fifty-first mention)
146. Ira Levin",wrote,The Stepford Wives (fifty-second mention
"fifty-third mention)
148. Ira Levin",wrote,The Stepford Wives (fifty-fourth mention
"fifty-fifth mention)
150. Ira Levin",wrote,The Stepford Wives (fifty-sixth mention
"fifty-seventh mention)
152. Ira Levin",wrote,The Stepford Wives (fifty-eighth mention
"fifty-ninth mention)
154. Ira Levin",wrote,The Stepford Wives (sixtieth mention
"sixty-first mention)
156. Ira Levin",wrote,The Stepford Wives (sixty-second mention
"sixty-third mention)
158. Ira Levin",wrote,The Stepford Wives (sixty-fourth mention
"sixty-fifth mention)
160. Ira Levin",wrote,The Stepford Wives (sixty-sixth mention
"sixty-seventh mention)
162. Ira Levin",wrote,The Stepford Wives (sixty-eighth mention
"sixty-ninth mention)
164. Ira Levin",wrote,The Stepford Wives (seventieth mention
"seventy-first mention)
166. Ira Levin",wrote,The Stepford Wives (seventy-second mention
"seventy-third mention)
168. Ira Levin",wrote,The Stepford Wives (seventy-fourth mention
"seventy-fifth mention)
170. Ira Levin",wrote,The Stepford Wives (seventy-sixth mention
"seventy-seventh mention)
172. Ira Levin",wrote,The Stepford Wives (seventy-eighth mention
"seventy-ninth mention)
174. Ira Levin",wrote,The Stepford Wives (eightieth mention
"eighty-first mention)
176. Ira Levin",wrote,The Stepford Wives (eighty-second mention
"eighty-third mention)
178. Ira Levin",wrote,The Stepford Wives (eighty-fourth mention
"eighty-fifth mention)
180. Ira Levin",wrote,The Stepford Wives (eighty-sixth mention
"eighty-seventh mention)
182. Ira Levin",wrote,The Stepford Wives (eighty-eighth mention
